Unique ID	Material	Sub-material	Embodied Carbon per kg (kg CO2e per kg)
9c5dda30-fdb9-40c1-9eb0-272d53a0d67b	Concrete	"Concrete, by cementitious content"	118.4829
b177dea5-04fc-40bd-8c70-7330a7922569	Concrete	"Concrete, by cementitious content"	128.1271
9ec7a712-0dfd-4cbb-af05-c290e8673c65	Concrete	"Concrete, by cementitious content"	137.7713
2a67e4ef-3fa6-4ef3-a3bc-c86914e0ea3c	Concrete	"Concrete, by cementitious content"	147.4155
b32f2b53-de51-4b27-b1f1-d9f8bb3e1b3d	Concrete	"Concrete, by cementitious content"	157.2188
544083b3-c2fc-4328-913f-8550174d4186	Concrete	"Concrete, by cementitious content"	167.0465
09917c07-894b-4983-9e11-49c0238d0839	Concrete	"Concrete, by cementitious content"	176.8988
0b7b1caf-11ab-4922-8140-4c8ceb0840e3	Concrete	"Concrete, by cementitious content"	186.7755
d9fe3064-7f40-45d7-916c-ad68b8cf03f0	Concrete	"Concrete, by cementitious content"	196.6767
454f604b-4013-4c0b-a882-8db1f0a45685	Concrete	"Concrete, by cementitious content"	206.382
1caadc61-e15c-4b9c-aa1a-edcb78f822f5	Concrete	"Concrete, by cementitious content"	216.0874
bda22464-acfb-499e-919c-b660a4e1a1fd	Concrete	"Concrete, by cementitious content"	225.7928
4fc3f447-7675-4d6f-98d3-c8b9500baa5f	Concrete	"Concrete, by cementitious content"	235.4982
01cb31d6-38a4-4105-9bdc-c099c14b02e2	Concrete	"Concrete, by cementitious content"	245.2035
f3954cee-1cf7-4800-b8c4-355b78005ed0	Concrete	"Concrete, by cementitious content"	254.9089
b93df69d-582f-4373-8288-ffc14eef2901	Concrete	"Concrete, by cementitious content"	264.6143
1ea40a2f-1087-4def-8c55-8ffb4c1d7c96	Concrete	"Concrete, by cementitious content"	274.3197
7b2dfc3b-248c-4e4d-8715-05ce2ff5ae46	Concrete	"Concrete, by cementitious content"	62.3241
a35da145-6d29-4514-b57c-ba865e198ee5	Concrete	"Concrete, by cementitious content"	68.4519
55695f44-dd2a-40ab-9ac0-94232ddaa53f	Concrete	"Concrete, by cementitious content"	74.5796
4f988cdc-2562-4755-b600-e55611a262eb	Concrete	"Concrete, by cementitious content"	80.7074
cdf7885d-7886-414a-a929-329b361c2f94	Concrete	"Concrete, by cementitious content"	86.8352
31a65b8c-0ebe-4e44-bcc0-6934bfb71eff	Concrete	"Concrete, by cementitious content"	92.9629
41e34cb0-9aa2-45a9-a251-73bede889604	Concrete	"Concrete, by cementitious content"	99.0907
6e4d1342-f64e-42fd-a3f5-6668b6898ebf	Concrete	"Concrete, by cementitious content"	105.2185
0efb1cb4-e7ec-4086-a483-ccd4282105e0	Concrete	"Concrete, by cementitious content"	111.5053
62ad3587-3b9d-4b38-96eb-545c26637381	Concrete	"Concrete, by cementitious content"	117.8167
6d31c930-24f0-49ad-8ce8-cce411213ce1	Concrete	"Concrete, by cementitious content"	124.1525
1f5d702d-a049-4dee-b34c-a9a0a86cef24	Concrete	"Concrete, by cementitious content"	130.5128
c8955076-c0ee-4315-9da3-c3cc34f1103d	Concrete	"Concrete, by cementitious content"	136.8976
a7129da3-2664-43f0-a624-37edc4709dff	Concrete	"Concrete, by cementitious content"	143.0865
f20b676c-3440-44b2-ba1d-40e9f9a14915	Concrete	"Concrete, by cementitious content"	149.2755
7fef63f9-c962-4444-8aa2-310e5455ded2	Concrete	"Concrete, by cementitious content"	155.4645
eb9efd16-d157-4181-b9ea-29011ac11ca7	Concrete	"Concrete, by cementitious content"	161.6534
58bee4b6-9e6b-40c6-8dd5-4147693ef1d1	Concrete	"Concrete, by cementitious content"	167.8424
3503ce0c-44ca-4554-a187-7574c4409b3a	Concrete	"Concrete, by cementitious content"	174.0313
a79c1124-a240-44ab-84dd-97972df6330e	Concrete	"Concrete, by cementitious content"	180.2203
826894a9-8181-4c75-b9b1-609159b2b33f	Concrete	"Concrete, by cementitious content"	186.4093
6a7c9c95-56cf-4419-b0a3-8d43b2a2d3d5	Concrete	"Concrete, by cementitious content"	115.7814
94d11f03-62dd-4dce-a583-80acad36178f	Concrete	"Concrete, by cementitious content"	132.6006
36fc25e1-cd73-44d3-83f2-01adf86bb170	Concrete	"Concrete, by cementitious content"	149.4198
7efe1c29-0800-4646-b62c-dc5ec6a80eeb	Concrete	"Concrete, by cementitious content"	166.2391
d2745e03-1992-42e9-b833-95954bb0b236	Concrete	"Concrete, by cementitious content"	183.0583
0e47ed38-44f8-40ab-8379-9221439dc0cd	Concrete	"Concrete, by cementitious content"	199.8775
5ef5ee81-dc9e-44c4-8f6b-2a0b6cb93b3c	Concrete	"Concrete, by cementitious content"	216.6967
8a46bfca-ab29-47d3-b283-7d855745da86	Concrete	"Concrete, by cementitious content"	233.5159
54a179d9-1733-416c-9b33-d5d65f9844dd	Concrete	"Concrete, by cementitious content"	250.4943
872b1903-9b26-401c-84b3-64f8d47c3dd3	Concrete	"Concrete, by cementitious content"	267.4971
d4161b8e-0017-4d87-af20-3ef4e9dcffc1	Concrete	"Concrete, by cementitious content"	284.5244
f6b7de0c-daa7-4100-98e7-fa9424da8dbb	Concrete	"Concrete, by cementitious content"	301.5761
28a878ec-611d-499c-9c46-a6d1989c54bb	Concrete	"Concrete, by cementitious content"	318.6523
7d7d8c53-4638-4fe2-85ea-6112704831b0	Concrete	"Concrete, by cementitious content"	335.5328
db1aefab-414a-4cf3-94c2-91c4120f5793	Concrete	"Concrete, by cementitious content"	352.4132
2528f7ae-3c55-4e93-87b8-e84d1d8e52cf	Concrete	"Concrete, by cementitious content"	369.2936
a9f5f3fb-4290-4a11-a58f-70a0ba3e1b52	Concrete	"Concrete, by cementitious content"	386.174
632f72c6-286c-422f-a02d-16d06bc92ac4	Concrete	"Concrete, by cementitious content"	403.0544
534e6c81-bdbc-44c0-abb6-79c6e06c500e	Concrete	"Concrete, by cementitious content"	419.9348
56e36d1e-7a79-4b21-a963-f5a63a5b3a89	Concrete	"Concrete, by cementitious content"	436.8153
a805c8f1-1b9a-45ac-a728-a579db881d0f	Concrete	"Concrete, by cementitious content"	453.6957
9ad0ca07-c6b9-40ba-86b2-1ad5879066ef	Concrete	"Concrete, by volumetric proportions"	497.0085
55bbfe6a-11bc-4ddb-b647-fb8a598377a7	Concrete	"Concrete, by volumetric proportions"	370.0879
b88d24d0-6029-45a4-a4e7-019463050cfa	Concrete	"Concrete, by volumetric proportions"	297.4156
038c52dd-18a8-44d4-8dbe-de88bd02ddbb	Concrete	"Concrete, by volumetric proportions"	250.3356
2a6a9b17-a843-4df2-88e7-11f46a8ddfca	Concrete	"Concrete, by volumetric proportions"	219.1888
9afa4a96-eadd-492d-b0c8-b70a81d5b47a	Concrete	"Concrete, by volumetric proportions"	176.457
2a342238-7b4e-4674-93e8-d8f390c2c387	Concrete	"Concrete, by volumetric proportions"	456.3809
1893f635-56e1-481d-8bf0-ba0ebf361d96	Concrete	"Concrete, by volumetric proportions"	340.5027
22aea6bd-dd34-40d4-923a-5d282b9eda48	Concrete	"Concrete, by volumetric proportions"	274.1531
95b5de75-484a-4fef-a8e3-9af67c5a9eed	Concrete	"Concrete, by volumetric proportions"	231.1691
ddcfa068-63c6-4360-9672-a2a09eede5a8	Concrete	"Concrete, by volumetric proportions"	202.7526
38819e67-d8b7-418e-86ce-50afd4665fab	Concrete	"Concrete, by volumetric proportions"	163.7497
df104943-1dd9-4cfb-b2f3-bf2b1f613352	Concrete	"Concrete, Pre-Cast"	0.1485
03eaf0ef-1e1f-4ef6-93d3-2ddd3b78a7ec	Concrete	"Concrete, Pre-Cast"	72.4621
96cb026c-a356-4064-b22d-9c2ccd45d204	Concrete	"Concrete, Pre-Cast"	0.1311
e4fe2761-b607-4514-9358-a02851f529e4	Concrete	"Concrete, Pre-Cast"	0.0917
5c37fbcb-ea00-4119-bed2-9ae0cbe42e06	Concrete	"Concrete, Pre-Cast"	0.0917
a32f220f-44b8-4a53-919f-bdb830cdb8ac	Concrete	"Concrete, Pre-Cast"	0.247
1207f80c-2e8c-47ba-905a-e8630376c7b6	Concrete	"Concrete, Pre-Cast"	54.8537
dbb46a85-a0ef-4ab2-b830-82e554488410	Concrete	"Concrete, Pre-Cast"	0.28
fffa2f55-81e2-494b-997a-7235072aae69	Concrete	"Concrete, block wall"	1.5893
6e111bfb-2567-468b-88e2-895f0386fc6b	Concrete	"Concrete, block wall"	2.225
bd78f952-5c11-47c1-9ef4-74740cfdfd4b	Concrete	"Concrete, block wall"	2.3839
7cde6577-45c5-4d03-8510-d5110eb70200	Concrete	"Concrete, block wall"	3.417
5141b7f5-eb16-457a-9708-2433cc436b4a	Concrete	"Concrete, block wall"	10.8796
96e9af4b-42c9-46a8-a756-f15a2099a84a	Concrete	"Concrete, block wall"	12.5973
22f8873f-1240-46a5-8379-2e3f79101b6a	Concrete	"Concrete, block wall"	14.9339
8f221ed3-5e0c-4f5c-a038-280c3a74409b	Concrete	"Concrete, block wall"	20.8892
103cf5bf-54d2-4eaa-bf6e-605f160e8a9f	Concrete	"Concrete, block wall"	26.7979
f45fec8f-f26b-4bd0-954b-2954a8589aa4	Concrete	"Concrete, block wall"	14.8209
fa834191-07a2-427d-9e3b-f7fe6939cd7b	Concrete	"Concrete, block wall"	17.8218
37da3732-82a2-4e71-8e6d-3842e99103f0	Concrete	"Concrete, block wall"	19.5168
10ea0ce4-ee88-42f2-9666-0f64d0d2a243	Concrete	"Concrete, block wall"	27.5802
f7b46100-f48a-4167-ba6c-d256d2a8baca	Concrete	"Concrete, block wall"	37.2928
b4ce8742-9e2b-468f-9749-78a4b913bd05	Concrete	"Concrete, block wall"	42.0345
692b6668-2304-48bc-bb20-f1269f5add7f	Concrete	"Concrete, block wall"	15.8505
2e1cebbb-3d44-415f-a303-c758a943cf47	Concrete	"Concrete, block wall"	22.7223
87b272c4-ec12-4ec9-9c20-7f9179e03bbe	Concrete	"Concrete, block wall"	21.1641
de0baf12-09bf-4f83-bd4f-9d9f4a95ff7d	Concrete	"Concrete, block wall"	25.8813
f4d27041-43a2-4765-a106-438ed3140d4b	Concrete	"Concrete, block wall"	28.7441
ed389f01-5e1c-4518-8f10-950c0d9a1543	Concrete	"Concrete, block wall"	18.1779
fd6ec79e-5124-4da4-81fd-c79f890bdfd3	Concrete	"Concrete, block wall"	25.449
65770646-045c-49ac-b663-e90390a73a15	Concrete	"Concrete, block wall"	27.2668
ef6ab2df-83e5-45be-bcbd-f62852da551d	Concrete	"Concrete, block wall"	39.0825
e6fcdd9b-2365-487d-a17c-b3e1b74175b8	Concrete	"Concrete, Pre-Cast"	0.1939
59e009a9-b8a9-430d-8e4d-376c270362c5	Concrete	"Concrete, Pre-Cast"	51.3261
759ba3f5-8e73-40b8-9e12-5a7a26d2a572	Glass	"Glass, General"	3.5924
3b191c04-f8d2-4313-bf3f-3c705e6d341c	glass	"Glass, General"	10.7773
8af7a8de-48ae-4185-913e-c631a4fd2d46	glass	"Glass, General"	14.3697
5ba4c578-48c4-42ba-892b-cceda1c601ed	glass	"Glass, General"	17.9621
edd4da91-3e88-43b9-a271-40f849f7d921	glass	"Glass, General"	21.5545
c78f9af8-1c50-435c-8853-9b5d073aa2cc	glass	"Glass, General"	25.1469
be42eb31-1fbf-4b06-8baf-b85168feba7d	glass	"Glass, General"	28.7393
ac639324-1492-4707-9483-f2a68586cb09	glass	"Glass, General"	35.9242
75a26ff4-8d05-4653-81e8-02cc7621e093	glass	"Glass, General"	43.109
191509b3-0476-4086-bf8c-669988a594e7	glass	"Glass, Glazing, Double"	4.064
4badda00-77cd-4451-a035-e43380a16cc0	glass	"Glass, Glazing, Double"	32.512
f4dc32ac-3a85-4181-9553-58d5fac12c84	glass	"Glass, Glazing, Double"	40.64
47650475-2b37-473a-ba76-12457d4fb817	glass	"Glass, Glazing, Double"	48.768
e318f8df-e995-4bd6-8e17-2b3c523bbfa8	glass	"Glass, Glazing, Double"	56.896
1498ba7b-66f4-487e-98ab-cc080fc308b2	glass	"Glass, Glazing, Double"	65.024
3209708a-a323-4352-89c4-2d349de646e6	glass	"Glass, Glazing, Double"	81.28
d2ef8e5e-ccda-4f6d-bf1e-66ab4c2c5845	glass	"Glass, Glazing triple"	4.3675
dd8bf0a5-424b-4b6c-a787-e9da59b33802	glass	"Glass, Glazing triple"	52.4097
44c11073-49fe-4dd2-a1ed-547579d3e003	glass	"Glass, Glazing triple"	65.5122
b22818b7-0186-4054-97fb-850e62924e9c	glass	"Glass, Glazing triple"	78.6146
66907ea0-30dc-43e8-9003-59c4a9d0b1bc	glass	"Glass, Glazing triple"	87.3495
8e7ce657-4494-403d-a7f2-a6fd1e4a5f2a	glass	"Glass, Glazing triple"	104.8195
b9b93ac6-392e-4119-9b53-5400f4fc1934	glass	"Glass, Multi layer safety, filled core, fire resistant, toughened"	5.2045
c7817997-9879-4218-99ad-a5a2e9282a46	glass	"Glass, Multi layer safety, filled core, fire resistant, toughened"	52.0448
d0ad3c71-1468-4942-8f01-ed21c20126ae	glass	"Glass, Multi layer safety, filled core, fire resistant, toughened"	62.4537
2e8878e1-1377-4fc6-8e73-afc11a79f327	glass	"Glass, Multi layer safety, filled core, fire resistant, toughened"	72.8627
bcc80ed7-0582-4546-b58f-398011955879	glass	"Glass, Multi layer safety, unfilled"	83.2716
af564eae-74be-46fd-88c3-ef69120b3e1c	glass	"Glass, Multi layer safety, unfilled"	3.8888
2fa5bd1c-d99a-46af-a7f7-3cb06bdfa821	glass	"Glass, Multi layer safety, unfilled"	31.1103
db7962e1-3d45-4acc-b4b2-795fc6e49407	glass	"Glass, Multi layer safety, unfilled"	38.8879
5423fbe0-fc73-4093-b7d0-389f07daafd8	glass	"Glass, Multi layer safety, unfilled"	46.6655
4b75538a-4515-4a5a-aed1-4b3da4588b78	glass	"Glass, Toughened"	62.2206
cb6f90c3-f348-4d85-8f74-a5b0a5e72743	glass	"Glass, Toughened"	4.1681
85c6b8b0-fb0f-4c81-b797-1ca78d96a1d6	glass	"Glass, Toughened"	8.3361
877045e2-d204-439c-b6ca-88b223914abe	glass	"Glass, Toughened"	12.5042
43e83b93-50fd-4394-a247-362e2d7f57b0	glass	"Glass, Toughened"	16.6723
b5a820e2-060f-4a12-9a63-b465a30c7a5d	glass	"Glass, Toughened"	20.8404
0d261764-b1c2-494f-affb-4751ad884e85	glass	"Glass, Toughened"	25.0084
69fbea76-aa07-4cfd-9099-2d503ae502fc	glass	"Glass, Toughened"	33.3446
b7644946-e96b-426a-b2a8-f8f95b6d8dd5	glass	"Glass, Toughened"	41.6807
94098dff-fad7-4380-921a-006a28f7316a	glass	"Glass, Toughened"	50.0169
8cd88954-947b-4b7f-813a-ff2edda54039	glass	"Glass, sky light or roof, with frame"	62.5211
48d3263f-c8c7-4cb0-a6fd-a0f260546663	glass	"Glass, sky light or roof, with frame"	268
2e7ea6bd-df37-43ad-9062-2b8847c41de3	glass	"Glass, General"	1.437
973d41f7-a912-4352-8cd5-e1c9c640e68a	Glass	"Glass, Glazing, Double"	1.6256
91acbd6c-621c-441e-81a0-259a11df1829	Glass	"Glass, Glazing triple"	1.747
6dd32533-4802-40a7-844e-b5af00751b5b	Glass	"Glass, Toughened"	1.6672
d54ddc62-96d2-4dc1-83d2-5619c7c1f8af	Glass	"Glass, Multi layer safety, filled core, fire resistant, toughened"	2.0818
fe923f18-7def-4598-8dc1-c8907e55e0f7	Glass	"Glass, Multi layer safety, unfilled"	1.5555
06b06b38-b5d7-4d45-b5ab-c53a4caa026d	Glass	"Glass, sky light or roof, with frame"	3.1019
2332f463-c8c4-4dad-b84f-83878528b1e9	Steel	"Steel, pipe"	3.02
00fe4ce0-e348-411d-aa9e-a7219bc6f337	Steel	"Steel, Sheet"	2.89
ff148879-5a7d-4a6c-861e-de623bbef2d7	Steel	"Steel, Sheet galvanised"	3.03
97ec0d4a-674e-4f90-bde8-933f953e5289	Steel	"Steel, pipe"	2.78
e290682a-8d5b-4c46-acee-665b1ac7b393	Steel	"Steel, Sheet"	3.06
fa718df1-717d-4125-adce-6c9360d948a5	Steel	"Steel, plate"	2.85
2f3e6b06-88a8-487d-b8ee-df5e913ba45d	Steel	"Steel, Sheet"	2.73
96893a53-5849-493e-9de9-2248f3b510b4	Steel	"Steel, Sheet galvanised"	2.76
066e8bba-7cca-409e-a40c-32896173d18c	Steel	"Steel, plate"	2.46
474c02b9-eaab-401e-a6ac-67addefba723	Steel	"Steel, Sheet"	2.53
d0b31bc8-1e39-42cd-9bef-8257934e7824	Steel	"Steel, Sheet"	2.42
ecfbd162-d938-4199-bf83-b4839bc103ec	Steel	"Steel, wire"	2.27
43b7258b-a013-43a9-be29-28a1fce95fbf	Steel	"Steel, Sheet"	2.28
2a7b19f3-07ab-4223-a57d-449c22532341	Steel	"Steel, Bar and Rod"	1.99
6db285f8-2ce3-4414-93b0-4bbd893bef76	Steel	"Steel, Section"	1.55
6354b69c-8ff3-4acd-9f1d-da0e07742dd9	Steel	"Steel, engineering"	1.27
49ed1ca7-35e7-449c-ad42-3044c97f6bce	Steel	"Steel, pipe"	1.065
0f0c28e0-5e47-466e-9bb2-a5b9fd7cd2db	Steel	"Steel, Bar and Rod"	0.73
8aa6883b-aa36-49b3-88b9-94b597a45d23	Timber	"Timber, General"	0.4928
0fbf9c89-d7b9-4b91-ad88-cacf5f9b1405	Timber	"Timber, Chipboard"	0.4002
e4595aca-7c16-473f-8d24-6344c7c3cdaa	Timber	"Timber, Closed panel timber frame system"	0.4525
53dd4d1a-e80d-4052-9123-642085fdf1bb	Timber	"Timber, CLT"	0.4373
9a24950a-4a1a-4828-a4b7-a61b6485200d	Timber	"Timber, Fibreboard"	0.7153
67004c6c-6cf2-4268-a648-0e6935eeaa13	Timber	"Timber, Glulam"	0.5121
824784d1-3886-4ff2-a8c8-ba4e4af1d2ab	Timber	"Timber, Hardboard"	0.8152
7802f5a6-38d2-439c-867a-06015666d8eb	Timber	"Timber, Hardwood"	0.3056
41bac419-5aae-4797-865d-f5365714a8f6	Timber	"Timber, Laminate"	0.6978
7b7a5626-248e-473f-a79e-995d56497286	Timber	"Timber, Laminated strand lumber"	0.5041
47dbb908-45d8-4f42-93fa-6f2ce5025d47	Timber	"Timber, Laminated veneer lumber"	0.3898
268a36e3-fe7d-4312-81a4-5f0ffd963c8c	Timber	"Timber, MDF"	0.8565
330fabd5-3588-4c84-9442-f49955e9dd58	Timber	"Timber, Open panel timber frame system"	0.3452
93033e40-dbe1-4344-9f3e-3c503fdb5261	Timber	"Timber, OSB"	0.4551
8ff88c7a-24ad-40eb-bf5a-34a7b87a3c13	Timber	"Timber, Parquet"	0.8112
d15e4393-a81d-4a0f-a0ea-a44fac022a3e	Timber	"Timber, Particle Board"	0.6643
5fc4b57f-48b1-4979-a321-5030acecb091	Timber	"Timber, Plywood"	0.6815
afe3c61e-a2cc-45fe-9f10-5fadf4afe7ad	Timber	"Timber, Softwood"	0.2626
029045dc-409e-414a-8c17-10f33df56acd	Timber	"Timber, Wood I-Beam"	0.4833
9f307dc8-2e7d-45b9-8631-62a5fe5cadd7	Timber	"Timber, Wood-plastic composite"	1.44
d595a55d-4af2-48b9-873e-0a9ceba0e452	Timber	"Timber, General"	-1.0309
483c27b3-5d1f-4ddc-a60e-41e574c9930c	Timber	"Timber, Chipboard"	-1.1207
4699961b-161d-48f8-a510-c8159b16e4e6	Timber	"Timber, Closed panel timber frame system"	-1.1016
18a0ee24-1439-470b-b5b8-dd0c1d2fa6b0	Timber	"Timber, CLT"	-1.2041
97ea485b-2715-4f20-9740-f92473875b45	Timber	"Timber, Fibreboard"	-0.8632
5169ef38-8983-4081-81a9-67718bbff035	Timber	"Timber, Glulam"	-0.8957
3e4d88c2-22d9-4c5a-add3-a662ba836036	Timber	"Timber, Hardboard"	-0.824
d3684610-e258-4426-a5c2-e8e142ac0130	Timber	"Timber, Hardwood"	-1.286
5bddda4c-ea46-4bea-862f-2ff7ea6632dd	Timber	"Timber, Laminate"	-0.5804
562d915b-93e7-4538-98b3-22c45041b17b	Timber	"Timber, Laminated strand lumber"	-1.0841
2cde6aba-a4be-485e-9406-a10570b86e00	Timber	"Timber, Laminated veneer lumber"	-1.2466
5f9fbf7e-3afe-4508-b1c3-4f4f8f1ecdeb	Timber	"Timber, MDF"	-0.6437
260b601f-dae9-40e4-9224-8cdbc7a6f12a	Timber	"Timber, Open panel timber frame system"	-1.269
251f02b9-c7cb-40af-9a9a-e6bd700277b7	Timber	"Timber, OSB"	-1.0473
6eb1facb-2390-43ac-a418-f78d3f3e57df	Timber	"Timber, Parquet"	-0.813
6cecc9f8-ee3c-463b-84e1-7ddfd1ff9350	Timber	"Timber, Particle Board"	-0.815
af10b61e-65e9-477e-a8ac-1ed0291d5058	Timber	"Timber, Plywood"	-0.9331
94bbaccb-a57a-4de5-b4b7-dcecca73675c	Timber	"Timber, Softwood"	-1.2919
3d842507-a29d-4b6c-8f93-35726b579419	Timber	"Timber, Wood I-Beam"	-1.0499
c343a86d-f929-4ddb-b296-341cefb53e39	Timber	"Timber, Wood-plastic composite"	0.58
